"Year","ID","crossing_time","crossing_duration","crossing_date","nearest_before_Lon","nearest_before_Lat","nearest_after_Lon","nearest_after_Lat","lake_width","circumvent_distance","straight_distance","circumvent_speed","straight_speed","albedo_linear","albedo_nearest_pixel","albedo_whole_lake","type","order","season","Location","average_speed_on_land","max_speed_on_land","location","lake_spent","sex","response","lake_spent_proportion","log_ratio_cir_ref","log_ratio_dir_ref","log_ratio_cir_dir"
2012,"bat091",2012-05-13 15:00:00,1,134,"-110.4789","65.4188","-110.2024","65.601",5858.44937571251,95029.7498202319,23961.9464246425,1.09988136366009,0.277337342877807,0.783362728578073,0.806878328323364,0.777777777777778,"0",12,"spring","Spring Migration",0.350521146129717,0.458000285456127,"Unknown Crossing Event",294.361195798117,"f",NA,0.204417497082025,1.14353656577135,-0.23418642643997,1.37772299221132
2012,"bat091",2012-05-12 15:00:00,1,133,"-110.7656","65.0842","-110.4789","65.4188",3447.56436668753,47568.9958477838,39571.2246634094,0.550567081571571,0.458000285456127,0.780423283576965,0.780423283576965,0.783068783068783,"0",13,"spring","Spring Migration",0.298183466367207,0.432078066474034,"Unknown Crossing Event",276.040212696822,"f",NA,0.191694592150571,0.613239848439229,0.4291608513651,0.184078997074128
2012,"bat106",2012-05-14 15:00:00,1,135,"-110.6216","65.3361","-110.2508","65.6463",18413.8345327243,101412.164689008,38543.5109055847,1.17375190612278,0.446105450296119,0.772418913932947,0.772486746311188,0.772486772486772,"0",14,"spring","Spring Migration",0.257894793425075,0.342731722033437,"Unknown Crossing Event",336.763912833419,"f",NA,0.233863828356541,1.51540893014532,0.54800363537948,0.967405294765839
2012,"bat111",2012-05-12 15:00:00,1,133,"-110.5974","65.1828","-110.287","65.5042",14424.0707126639,91074.9503655703,38572.7068142869,1.05410822182373,0.446443365906098,0.784078878706152,0.783068776130676,0.783068783068783,"0",15,"spring","Spring Migration",0.242521854566406,0.365340727363782,"Unknown Crossing Event",231.556840448119,"f",NA,0.160803361422305,1.46935857284235,0.610220723955618,0.859137848886732
2013,"bat086",2013-05-24 15:00:00,1,144,"-110.9213","65.4281","-110.3977","65.6851",4854.12672019829,131552.192062228,37418.9490324468,1.52259481553504,0.433089687875542,0.724444422721863,0.724867701530457,0.724867724867725,"0",16,"spring","Spring Migration",0.198924780738515,0.276688750499474,"Unknown Crossing Event",126.819265579428,"f",NA,0.0880689344301586,2.03524450682739,0.778018070874974,1.25722643595242
2013,"bat114",2013-05-22 15:00:00,1,142,"-111.4114","65.707","-111.1643","66.056",10592.5519195853,53875.9085651505,40443.7181731855,0.623563756541094,0.468098589967425,0.735449731349945,0.735449731349945,0.735449735449735,"0",17,"spring","Spring Migration",0.367052815952674,0.473777531672093,"Unknown Crossing Event",159.506938579089,"f",NA,0.110768707346589,0.529945265394458,0.243173185677294,0.286772079717164
2013,"bat119",2013-05-23 15:00:00,1,143,"-111.069","65.5262","-110.6716","65.764",6778.06218760053,121332.968713802,32149.1214652581,1.40431676752086,0.372096313255302,0.730158746242523,0.730158746242523,0.73015873015873,"0",18,"spring","Spring Migration",0.21408341373688,0.319835253730267,"Unknown Crossing Event",317.042202625913,"f",NA,0.220168196267995,1.88094045413715,0.55278700446982,1.32815344966733
2013,"bat122",2013-05-24 15:00:00,1,144,"-110.7354","65.4938","-110.3878","65.7129",5941.30907731624,129575.345682331,29160.3108349088,1.49971464910105,0.33750359762626,0.724867701530457,0.724867701530457,0.724867724867725,"0",19,"spring","Spring Migration",0.340541623679793,0.581852138680256,"Unknown Crossing Event",96.8542813194875,"f",NA,0.0672599175829774,1.4824927741236,-0.00896119104816444,1.49145396517176
2014,"bat112",2014-05-13 15:00:00,1,133,"-110.641","65.4727","-110.4889","65.6294",6991.25671290617,122009.024349716,18798.7413120788,1.41214148552912,0.217578024445356,0.783068776130676,0.783068776130676,0.783068783068783,"0",20,"spring","Spring Migration",0.257481426364693,0.348713902704281,"Unknown Crossing Event",1101.80979627077,"f",NA,0.7651456918547,1.70191502836967,-0.168390067598194,1.87030509596786
2014,"bat112",2014-05-12 15:00:00,1,132,"-110.5457","65.2774","-110.641","65.4727",3957.19275560239,33823.074918698,22185.5287741195,0.391470774521967,0.256776953404161,0.788359761238098,0.788359761238098,0.788359788359788,"0",21,"spring","Spring Migration",0.291404240434598,0.357745752794013,"Unknown Crossing Event",800.363165162532,"f",NA,0.555807753585092,0.295199417043899,-0.126503623115206,0.421703040159105
2014,"bat112",2014-05-11 15:00:00,1,131,"-110.3851","65.0795","-110.5457","65.2774",1199.53879274355,24891.3908249311,23273.3992525386,0.28809480121448,0.269368046904382,0.793650805950165,0.793650805950165,0.793650793650794,"0",22,"spring","Spring Migration",0.279788032857746,0.357745752794013,"Unknown Crossing Event",752.813141987053,"f",NA,0.522786904157676,0.0292573058820136,-0.0379536424037068,0.0672109482857202
2014,"bat113",2014-05-12 15:00:00,1,132,"-110.6679","65.5028","-110.4107","65.6605",6704.59018341875,124044.224617478,21172.4488006184,1.43569704418378,0.245051490747898,0.788359761238098,0.788359761238098,0.788359788359788,"0",23,"spring","Spring Migration",0.225805319204905,0.38466508190243,"Unknown Crossing Event",281.237892795867,"f",NA,0.195304092219352,1.84973254674355,0.0817951461908064,1.76793740055275
2014,"bat113",2014-05-11 15:00:00,1,131,"-110.9315","65.2252","-110.6679","65.5028",2125.7216410149,34952.4264902601,33235.06307637,0.4045419732669,0.38466508190243,0.796590248743693,0.809523820877075,0.793650793650794,"0",24,"spring","Spring Migration",0.241637537252053,0.388505469987699,"Unknown Crossing Event",213.555057794172,"f",NA,0.148302123468175,0.515316673504394,0.464934215140913,0.0503824583634808
2014,"bat122",2014-05-11 15:00:00,1,131,"-110.6628","65.415","-110.4305","65.6301",5337.68761035488,116771.464476425,26232.6691067647,1.35152157958825,0.303618855402369,0.793650805950165,0.793650805950165,0.793650793650794,"0",25,"spring","Spring Migration",0.230376165990674,0.368073866994449,"Unknown Crossing Event",252.650961222685,"f",NA,0.175452056404642,1.76927285547818,0.27605967241161,1.49321318306657
2014,"bat122",2014-05-10 15:00:00,1,130,"-110.8729","65.2802","-110.6628","65.415",1105.86396477529,22066.4808699932,17898.1935941876,0.255399084143439,0.207155018451245,0.798941791057587,0.798941791057587,0.798941798941799,"0",26,"spring","Spring Migration",0.220526009914563,0.368073866994449,"Unknown Crossing Event",167.162394266753,"f",NA,0.116084996018579,0.14681171089619,-0.0625482523259252,0.209359963222115
2015,"bat113",2015-05-13 15:00:00,1,133,"-110.7197","65.6399","-110.557","65.8824",2882.63687445248,123875.338309967,28000.2767418682,1.43374234155054,0.324077277104956,0.783068776130676,0.783068776130676,0.783068783068783,"0",27,"spring","Spring Migration",0.181305655822994,0.322791882014603,"Unknown Crossing Event",71.622186786381,"f",NA,0.0497376297127646,2.06785901366871,0.580797683727535,1.48706132994118
2015,"bat122",2015-05-16 15:00:00,1,136,"-111.6006","65.7595","-111.2572","66.0024",5286.36639309743,35528.7836523491,31227.2435458862,0.41121277375404,0.361426429929238,0.765355413374693,0.767195761203766,0.767195767195767,"0",28,"spring","Spring Migration",0.345160350399263,0.442581575643806,"Unknown Crossing Event",77.1450434677121,"f",NA,0.0535729468525778,0.175101685416587,0.0460494147329092,0.129052270683678
2015,"bat136",2015-05-14 15:00:00,1,134,"-111.0346","65.5534","-110.5692","65.7884",6556.06999549429,122171.27892147,33762.3084404608,1.41401943196146,0.39076745880163,0.777777791023254,0.777777791023254,0.777777777777778,"0",30,"spring","Spring Migration",0.262486952399863,0.413476179254623,"Unknown Crossing Event",125.517059226205,"f",NA,0.0871646244626426,1.68399021325614,0.397911272884995,1.28607894037114
2015,"bat138",2015-05-13 15:00:00,1,133,"-110.8233","65.4042","-110.5325","65.7152",10079.0190342067,133757.375551847,37120.7699109055,1.54811777259082,0.42963854063548,0.783068776130676,0.783068776130676,0.783068783068783,"0",31,"spring","Spring Migration",0.184901741359675,0.348878471698655,"Unknown Crossing Event",184.578645003991,"f",NA,0.128179614586105,2.12497057554626,0.843119695814878,1.28185087973139
2016,"bat132",2016-05-09 15:01:00,1,130,"-110.994744","65.457358","-110.629706","65.851064",6035.32160047531,123726.869228734,46919.3435477436,1.43202394940664,0.543047957728514,0.804834048856388,0.822751343250275,0.798941798941799,"0",32,"spring","Spring Migration",0.319286443527046,0.542956321681821,"Unknown Crossing Event",152.207536015023,"f",NA,0.10569967778821,1.50075542985964,0.531108994008901,0.969646435850743
2016,"bat133",2016-05-11 15:01:00,1.00069444444444,132,"-111.141686","65.459247","-110.639234","65.736308",3479.6508423977,126444.337565351,38538.4024938648,1.46246053163719,0.44573678572594,0.799097408266628,0.788359761238098,0.788359788359788,"0",33,"spring","Spring Migration",0.197355553631845,0.343459810452979,"Unknown Crossing Event",52.9094233469177,"f",NA,0.0367171570762789,2.00286864908637,0.814721668528733,1.18814698055764
2016,"bat136",2016-05-12 15:01:00,0.999305555555556,133,"-111.068816","65.584302","-110.890374","66.065984",5779.93260175783,91647.7607938147,54234.0922604582,1.06147510764205,0.628145613394234,0.783068776130676,0.783068776130676,0.783068783068783,"0",34,"spring","Spring Migration",0.266280716857014,0.401738012517729,"Unknown Crossing Event",99.6516984789314,"f",NA,0.0692506591236493,1.38286375184975,0.858220929206765,0.524642822642983
2016,"bat139",2016-05-11 15:01:00,0.999305555555556,132,"-111.141601","65.464654","-110.502419","65.855699",6152.33187775958,121971.375642123,52486.9504621137,1.41268676907717,0.607910012301525,0.797178113460541,0.788359761238098,0.788359788359788,"0",35,"spring","Spring Migration",0.242640929833793,0.590279182926454,"Unknown Crossing Event",43.4935312335763,"f",NA,0.0302248306001225,1.7616659846481,0.918444169402404,0.843221815245697
2016,"bat140",2016-05-11 15:01:00,1,132,"-111.007962","65.254455","-110.631251","65.685582",5919.77660256552,137994.138928567,51052.9732778401,1.5971543857473,0.590890894419446,0.802277425061101,0.788359761238098,0.788359788359788,"0",36,"spring","Spring Migration",0.257900651126349,0.5030296664217,"Unknown Crossing Event",53.7060099960333,"f",NA,0.0372958402750231,1.82340437828704,0.829056950943586,0.994347427343454
2016,"bat147",2016-05-10 15:00:00,1.00069444444444,131,"-110.84909","65.512118","-110.601382","65.746608",3538.81416072518,135509.437298105,28475.3754650398,1.56730785679048,0.329347391453155,0.801776268652507,0.820105791091919,0.793650793650794,"0",37,"spring","Spring Migration",0.277658091255827,0.400312187944967,"Unknown Crossing Event",56.7647669959543,"f",NA,0.0393926210936534,1.73072421640433,0.170722625578098,1.56000159082623
2016,"bat151",2016-05-10 15:00:00,1.00069444444444,131,"-110.790811","65.573831","-110.55572","65.870204",2923.41777300856,126527.703785884,34702.4047811094,1.46342474885362,0.4013694746832,0.807142853736877,0.828042328357697,0.793650793650794,"0",38,"spring","Spring Migration",0.318228635125039,0.445453211300442,"Unknown Crossing Event",89.9758462934948,"f",NA,0.0624398655749446,1.52576458337302,0.232112283523786,1.29365229984923
2016,"bat153",2016-05-09 15:00:00,1,130,"-110.995002","65.457616","-110.637517","65.854926",6919.06103103857,123035.671098158,47172.2093426168,1.42402397104349,0.545974645169176,0.802959035944056,0.801587283611298,0.798941798941799,"0",39,"spring","Spring Migration",0.353597547465691,0.541025140322952,"Unknown Crossing Event",216.639926487401,"f",NA,0.150444393394028,1.39308253058895,0.434413142408324,0.958669388180631
2016,"bat156",2016-05-11 15:01:00,1,132,"-110.711589","65.611424","-110.508428","65.901618",4508.958766345,126951.54104601,33612.4727514141,1.46934653988438,0.389033249437663,0.799933861941099,0.791005313396454,0.788359788359788,"0",40,"spring","Spring Migration",0.219219776261759,0.364067657313153,"Unknown Crossing Event",148.156054254552,"f",NA,0.102886148787883,1.9024982790723,0.573590042922026,1.32890823615028
2016,"bat160",2016-05-10 15:01:00,0.999305555555556,131,"-110.786262","65.548253","-110.575204","65.807633",3420.26832876116,132334.895597147,30452.3730442379,1.53271827191507,0.352702953952258,0.797619054714839,0.820105791091919,0.793650793650794,"0",41,"spring","Spring Migration",0.305887237660221,0.456633493403383,"Unknown Crossing Event",74.6594185088605,"f",NA,0.0518828481646007,1.61158155666461,0.142409682801828,1.46917187386278
2016,"bat175",2016-05-10 15:00:00,1,131,"-110.849175","65.512204","-110.602841","65.748067",3532.38040983414,135509.437298105,28590.3795988933,1.56839626502437,0.330907171283488,0.798941802978516,0.820105791091919,0.793650793650794,"0",42,"spring","Spring Migration",0.31693384108264,0.416503322716491,"Unknown Crossing Event",133.595736353995,"f",NA,0.0927748169124962,1.59911584013668,0.0431448378628091,1.55597100227387
2016,"bat178",2016-05-17 15:00:00,1,138,"-110.941186","65.543962","-110.372472","65.699229",7570.18802890388,140722.762399373,31330.3040425393,1.62873567591866,0.362619259751612,0.756424778983707,0.756613731384277,0.756613756613757,"0",43,"spring","Spring Migration",0.240770142518317,0.57083217428648,"Unknown Crossing Event",901.801564693451,"m",NA,0.626251086592674,1.91171662099337,0.409510699724047,1.50220592126932
2017,"bat138",2017-05-23 15:01:00,1,143,"-111.59925","65.79124","-111.104865","66.074224",3682.49231431256,43708.8623326347,38678.8150887249,0.50588961033142,0.447671470934316,0.729864799314075,0.724867701530457,0.73015873015873,"0",44,"spring","Spring Migration",0.356912836854149,0.548424216722405,"Unknown Crossing Event",62.3904380537979,"f",NA,0.0433266930929152,0.348826886587536,0.226568042095314,0.122258844492222
2017,"bat139",2017-05-19 15:01:00,1,139,"-111.069331","65.543361","-110.608163","65.96951",10421.2005309225,106113.455852175,51911.0138349973,1.22816499828906,0.600821919386543,0.752946123480797,0.751322746276855,0.751322751322751,"0",45,"spring","Spring Migration",0.235380382920171,0.392962283433933,"Unknown Crossing Event",177.222997685801,"f",NA,0.123071526170695,1.65207360684357,0.937095727185298,0.714977879658275
2017,"bat140",2017-05-17 15:01:00,1.00069444444444,137,"-110.792613","65.524821","-110.574346","65.884795",3137.1381360018,128062.122950574,41300.2047212096,1.48117190551207,0.47767990656037,0.761375671625137,0.761904776096344,0.761904761904762,"0",46,"spring","Spring Migration",0.290236489759274,0.383341420359715,"Unknown Crossing Event",76.9506180744565,"f",NA,0.053400845298027,1.6298928088921,0.498244784043046,1.13164802484905
2017,"bat143",2017-04-22 15:01:00,0.999305555555556,112,"-111.136794","65.699143","-110.912004","65.866942",7752.05076073243,85220.7897838962,21313.7092701865,0.987037176093308,0.246857878969036,0.910533917672706,0.904761910438538,0.851851851851852,"0",47,"spring","Spring Migration",0.216134341745833,0.594029531701603,"Unknown Crossing Event",145.347380389827,"f",NA,0.101005823759435,1.51880753759332,0.132912615360141,1.38589492223318
2017,"bat146",2017-05-19 15:00:00,1,139,"-111.444154","65.656142","-111.174302","65.898271",5785.53322619092,60106.1582639253,29637.8145811761,0.695673128054691,0.343030261356205,0.751322746276855,0.751322746276855,0.751322751322751,"0",48,"spring","Spring Migration",0.206943607121648,0.26239013626052,"Unknown Crossing Event",269.416014512315,"f",NA,0.187094454522441,1.21243357963201,0.505372342016863,0.70706123761515
2017,"bat165",2017-05-27 15:00:00,1.00069444444444,147,"-110.168109","65.344577","-110.006404","65.384231",2102.68394949638,49979.7232038184,8705.72900232256,0.578067582741364,0.100690828155477,0.708994686603546,0.708994686603546,0.708994708994709,"0",49,"spring","Spring Migration",0.0914807362392493,0.240326685840293,"Unknown Crossing Event",471.139449945405,"m",NA,0.326953122793482,1.8435623697833,0.0959262974853917,1.74763607229791
2017,"bat165",2017-05-25 15:00:00,1.00069444444444,145,"-110.652366","65.364232","-110.20596","65.350242",8134.274079925,30974.6699080149,20778.6452577517,0.358254336201884,0.240326685840293,0.719696966084567,0.719576716423035,0.71957671957672,"0",50,"spring","Spring Migration",0.0971440321201677,0.236247253258819,"Unknown Crossing Event",794.116058982173,"m",NA,0.551086786247173,1.30504842608203,0.905804444366216,0.399243981715817
2017,"bat168",2017-05-20 15:00:00,1.00069444444444,140,"-111.286225","65.552373","-110.953288","65.969081",10241.3472946666,79863.8545979924,48819.3346583521,0.923708704580064,0.564646479971687,0.746325704786513,0.746031761169434,0.746031746031746,"0",51,"spring","Spring Migration",0.245588739943422,0.590190238579275,"Unknown Crossing Event",131.896837222734,"m",NA,0.0915314623336119,1.3247384190689,0.832541488063798,0.492196931005097
2018,"bat205",2018-06-06 10:00:00,0.0416666666666667,157,"-109.934097","65.306924","-109.886922","65.32364",715.945404945117,26218.3663000733,2876.20702246381,7.28287952779814,0.798946395128835,0.656084656715393,0.656084656715393,0.656084656084656,"0",53,"spring","Spring Migration",0.196315194722211,0.595451447362485,"Unknown Crossing Event",0,"m",NA,0,3.61356009861662,1.40357234966256,2.20998774895406
2018,"bat205",2018-06-05 16:01:00,0.333333333333333,156,"-110.38356","65.168586","-110.096381","65.26801",2691.19077145284,22098.7592458636,17379.7815017069,0.767318029370265,0.603464635475933,0.670899482568105,0.669312179088593,0.661375661375661,"0",54,"spring","Spring Migration",0.326477009517661,0.791568794837258,"Unknown Crossing Event",11.7185155776914,"m",NA,0.0244135741201905,0.854541824783109,0.614327908491246,0.240213916291863
2019,"bat147",2019-05-19,0.334027777777778,139,"-109.535317","65.081511","-109.25832","65.111069",3009.91929586909,15087.4629478462,13394.9258438572,0.522781113923984,0.464134644624298,0.753637559711933,0.751322746276855,0.751322751322751,"0",55,"spring","Spring Migration",0.352535533088063,0.52231733473289,"Unknown Crossing Event",42.3480456055854,"f",NA,0.0880416748556869,0.394011435980326,0.275023272252707,0.118988163727619
2019,"bat147",2019-05-18 16:01:00,0.332638888888889,138,"-109.854682","65.072971","-109.535317","65.081511",2934.43782951944,31176.6165463859,15011.4002002232,1.08478136904613,0.52231733473289,0.774074077606201,0.783068776130676,0.756613756613757,"0",56,"spring","Spring Migration",0.25501384502598,0.402277221809153,"Unknown Crossing Event",23.9219129829896,"f",NA,0.0499413632212726,1.4478159045827,0.716957486213711,0.730858418368985
2019,"bat201",2019-06-16 06:00:00,0.0416666666666667,167,"-110.71742","65.692508","-110.75923","65.656759",3085.77480389832,136024.419332349,4417.2913679057,37.7845609256526,1.22702537997381,0.60317462682724,0.60317462682724,0.603174603174603,"0",58,"spring","Spring Migration",0.121981939572887,0.303901094353799,"Unknown Crossing Event",12.0588845361701,"m",NA,0.200981408936169,5.7357828595656,2.30847513158523,3.42730772798036
2019,"bat201",2019-06-15,0.0423611111111111,166,"-110.846627","65.772137","-110.805386","65.753662",1761.94465062522,23764.0709852955,2789.5477001715,6.49291556975288,0.762171502779099,0.608465611934662,0.608465611934662,0.608465608465608,"0",59,"spring","Spring Migration",0.0844267588288545,0.233422589324539,"Unknown Crossing Event",20.6312045864306,"m",NA,0.33821646863001,4.34258255006349,2.20028720053813,2.14229534952536
2019,"bat201",2019-06-10 15:00:00,0.0416666666666667,161,"-110.705972","65.798187","-110.761355","65.811598",1430.58500754226,8953.10410868083,2934.85694158388,2.48697336352245,0.815238039328857,0.633267186582088,0.629629611968994,0.64021164021164,"0",60,"spring","Spring Migration",0.0789094834000921,0.283040177847974,"Unknown Crossing Event",6.41314454234719,"m",NA,0.106885742372453,3.45052031764764,2.33517872757814,1.1153415900695
2019,"bat209",2019-04-17 08:00:00,0.334027777777778,107,"-109.160559","65.004199","-109.007458","65.023125",6321.86785108475,13904.082731865,7501.00467765299,0.481776948436072,0.259910071990748,0.835434168577194,0.883597910404205,0.915343915343915,"0",61,"spring","Spring Migration",0.0460005443442202,0.131898848443284,"Unknown Crossing Event",69.7097751847879,"f",NA,0.144926767535941,2.34882801437311,1.73168246423855,0.617145550134554
2019,"bat212",2019-05-24 16:00:00,0.334027777777778,144,"-111.375661","65.88943","-111.172328","65.933461",2039.52936520743,30681.4060739948,10458.1411989251,1.0631117835757,0.362374954917708,0.724627207625996,0.727513253688812,0.724867724867725,"0",62,"spring","Spring Migration",0.324457613839853,0.627639211185006,"Unknown Crossing Event",46.2873610666497,"f",NA,0.0962315198890846,1.18680062369341,0.110524555129351,1.07627606856406
2019,"bev156",2019-04-17 08:00:00,0.333333333333333,107,"-109.154325","65.001742","-108.993457","65.022009",5923.72568401178,13519.2449862898,7894.0376493992,0.469418228690617,0.274098529493028,0.830367162372127,0.91005289554596,0.915343915343915,"0",63,"spring","Spring Migration",0.0250863969904834,0.0975244523993994,"Unknown Crossing Event",60.0149812097243,"f",NA,0.125031210853592,2.92916837002839,2.39116189178058,0.538006478247813
2019,"bat223",2019-05-15 20:00:00,0.0416666666666667,135,"-110.10991","65.359817","-110.075439","65.367488",220.6857222422,2169.93725781132,1813.2664628989,0.602760349392032,0.503685128583028,0.772486746311188,0.772486746311188,0.772486772486772,"0",64,"spring","Spring Migration",0.179271349183765,0.665809177462856,"Unknown Crossing Event",6.49050579224415,"f",NA,0.108175096537402,1.21261911197758,1.03305075273618,0.179568359241406
2019,"bat223",2019-05-15 19:00:00,0.0416666666666667,135,"-110.153834","65.348498","-110.10991","65.359817",1762.696590045,54209.6957834603,2396.91303886628,15.058248828739,0.665809177462856,0.775426195727454,0.772486746311188,0.772486772486772,"0",65,"spring","Spring Migration",0.241591910793291,0.548090158675537,"Unknown Crossing Event",6.98454630052303,"f",NA,0.116409105008717,4.1324312312764,1.01375312547527,3.11867810580112
2019,"bat223",2019-05-15 08:00:00,0.333333333333333,135,"-110.463951","65.298888","-110.200056","65.34439",1209.65701085717,16872.003048412,13270.190404881,0.585833439180973,0.460770500169479,0.844293287822178,0.851851880550385,0.772486772486772,"0",66,"spring","Spring Migration",0.269343932005111,0.665809177462856,"Unknown Crossing Event",51.6051933296895,"f",NA,0.107510819436853,0.777046395112591,0.536910968020104,0.240135427092487
2019,"bat227",2019-05-21 16:01:00,0.333333333333333,141,"-110.198434","65.105233","-109.841948","65.344068",1456.20605609663,42273.844086564,31359.4828310156,1.46784180856125,1.08887093163249,0.768329552241734,0.738095223903656,0.740740740740741,"0",67,"spring","Spring Migration",0.959097262539254,1.54841295283548,"Unknown Crossing Event",1.40609097905129,"f",NA,0.00292935620635685,0.425555952999881,0.126904105296131,0.298651847703749
2020,"bne241",2020-04-30 08:00:00,0.333333333333333,121,"-110.628971","65.569287","-110.549385","65.707249",10001.081478915,140341.691593927,15786.6748841045,4.8729754025669,0.548148433475851,0.800224475788348,0.719576716423035,0.878306878306878,"0",69,"spring","Spring Migration",0.30089197426038,0.676878295351132,"Unknown Crossing Event",98.2041037539875,"f",NA,0.204591882820807,2.78470868430039,0.599794803445784,2.1849138808546
2020,"bne241",2020-04-30,0.333333333333333,121,"-110.7083","65.481954","-110.628971","65.569287",659.909896235542,10639.1702572785,10387.4580433211,0.369415633933281,0.360675626504206,0.828042328357697,0.822751343250275,0.878306878306878,"0",70,"spring","Spring Migration",0.301000424612628,0.676878295351132,"Unknown Crossing Event",107.521497801446,"f",NA,0.224003120419679,0.204810713953325,0.180867337441789,0.0239433765115365
2020,"bne241",2020-04-29 16:00:00,0.333333333333333,120,"-110.85683","65.318114","-110.7083","65.481954",2018.44931763831,20745.4272209558,19494.0949061126,0.720327334060966,0.676878295351132,0.919642858207226,0.843915343284607,0.883597883597884,"0",71,"spring","Spring Migration",0.2611556399775,0.548148433475851,"Unknown Crossing Event",98.6487795927341,"f",NA,0.205518290818196,1.01458918799073,0.952374934875127,0.0622142531156031
